sira;tistihdam;maas;iistihdam;icsaati;sbu;netsatis;mmaliyeti;katmadeger
18091;45,3;274,6;29,3;57,8;172,1;961,8;361,1;568,6
18092;40,3;260;25,5;50;155,1;814;287,5;497,6
18093;36,6;244,9;23,4;44,7;142,8;758,3;260,7;505,5
18094;33,8;238,5;21,1;41,1;138;696;251,1;420
18095;33,1;245,6;21,1;41,3;145,2;657,7;252,7;408,4
18096;30,9;237,5;19,9;38,9;141,7;616,4;242,7;379,9
18097;32,6;264;21,7;42,4;164,4;744,8;296,3;458,4
18098;34,6;285,1;23,8;47,8;182,1;793,9;351,1;477
18099;34,4;299,5;23,8;49,7;192,6;867,2;424,3;504,8
18100;36,2;318,8;24,6;49,9;195,6;1043,2;475,5;582,3
18101;37,6;344,8;24,5;50,1;202;1200,8;608,3;609,8
18102;42,9;414,8;27,3;57,5;249;1501,5;717,4;707,7
18103;47,6;488,4;29,6;60,9;282,3;1804,7;966,3;961,3
18104;48,9;540,8;31,4;63,1;315,6;2202,2;1112,7;1089,8
18105;46,2;548,9;28,8;59,2;299,1;2189;968,6;1225,3
18106;47,9;592,6;29,1;59,1;314,7;2322,1;1043,6;1334,3
18107;50;631;31;61,8;344,4;2520;1215,1;1414,6
18108;43,7;609,9;26,8;54,8;324,2;2527,7;1262,6;1264,9
18109;44,8;705,7;27;55,2;367,1;2905;1384,9;1560,1
18110;40,9;710,1;24,8;51,2;369;2733,7;1245;1556,4
18111;39,5;730,7;24;48,4;378,3;2733;1216;1478,8
18112;37,2;762,3;22,1;44,8;379,7;3087,9;1288,3;1771,6
18113;36,1;820,1;21,8;44,2;409,8;3483,6;1497,6;2002,5
18114;36,5;894,8;21,6;44,2;429,4;3735,2;1625,3;2123,3
18115;32,4;870,8;18,9;37,4;431,6;3676,3;1515;2152,9
18116;25;743;14,9;29;363,7;3197,8;1267,4;1699,8
18117;27,5;868,8;14,6;29;400,9;3624;1346,1;2149
18118;26,6;921,3;14;29,1;433,2;3654,5;1536,9;2052,1
18119;24,7;870,2;13,3;27,6;410,4;3219,9;1416,8;1814,9
18120;22,9;862,7;11,8;26,7;366;3447,8;1579,9;1973,7
18121;23;826,6;11,9;23,3;387,5;3790,6;1676,2;2204,2
18122;21,4;802,2;11,6;21,6;386;4127,7;1927,5;2147,3
18123;21,9;858,8;12,5;25,3;429,3;4356,7;2328,7;2259,2
18124;21,8;962,8;13;27,4;508,1;5093;2674,4;2882,9
18125;27,1;1106,5;15;30,1;553,2;5842,6;2690,9;2952,8
18126;26,7;1126,6;15;30,4;566,1;6234;2684,2;3808,6
18127;27,1;1237,1;15,1;30;590,1;6801,6;3049,8;3947,2
18128;24,3;1050,8;14,8;28,8;548,1;6143,8;3028,4;2700,7
18129;21,8;948,3;13,2;26,9;522,9;6267,7;3049,3;3167,9
18130;19,5;910,3;11,1;23,5;476,1;5854,1;2865,7;2841,9
18131;18,1;837,2;10;21,2;436,9;6338,2;3152,9;3234,5
18132;19,2;912,4;10,4;21,1;451,1;6529,9;3188;3435,8
18133;17,6;941,5;9,8;19,7;466,4;7990,4;4589,8;3499,1
18134;19,5;1116,6;11,8;23,9;573,4;12449,4;6325,9;6329,6
18135;19,8;1025,1;11,6;23,4;571,2;15017,9;5640,2;9300,5
18136;16;924,5;9,9;21,1;497,1;13631;6478,1;7011,6
18137;15,2;860,5;8,3;17,3;450,9;6255,2;3126,8;3067,3
18138;17,1;941,7;9,6;20,5;493,2;6825,1;3702,6;3026
18139;18,2;1019,4;9,8;20,4;472,2;6566,4;3816,3;2835,5
18140;23,1;1293,1;13,9;28,7;616,7;8641,1;5088,9;3656,3
18141;24,7;1482,3;15;30,2;730,6;9770,5;5754,3;4371,1
18142;26,2;1586,1;15,8;31;763,2;11873;7639;4126,9
18143;24,9;1637,4;14,9;27,1;778,3;10401,8;6635,7;4876,4
18144;26;1838,7;16;28,5;858,1;11502,8;7161,2;4963,9
18145;17,3;93,7;12,4;23,8;59,6;261,3;95,7;159,4
18146;18,3;106;13,3;26,8;69,8;306,7;117,4;195,2
18147;17,3;103,6;12,6;25,5;67,1;286,8;106,5;178,7
18148;16,6;101,5;11,9;24;65,2;283;104,6;177,8
18149;18,1;116,8;13;26,8;75,8;326,5;124,7;205,2
18150;19,4;125,7;14,3;29,5;84,5;368,4;143,1;230,4
18151;20;138,8;15;31,7;95,1;413,8;163,2;258
18152;21,8;153,8;16,3;34,2;104,6;475,7;186,6;295,6
18153;23;172,9;17,2;37,2;119;544,8;213,8;343,7
18154;22,7;169,7;16,8;34,6;113,4;523,7;200,6;331,9
18155;22,1;170,8;16,2;33,5;111,8;530,8;200,9;334,1
18156;23,1;189,5;17,1;35,4;125;585,3;229,9;366,7
18157;21,8;188,3;15,5;31,1;121,8;571;219,2;354,7
18158;19,7;180,7;13,9;27,6;113,7;549;206,9;335,3
18159;22,5;224,2;15,6;30,6;137,5;632,7;231,3;409
18160;25,4;272,9;17,7;36,4;174;797,1;304,4;525,2
18161;27;305,7;19,3;40;199,4;961,5;371,9;644,1
18162;26,9;331,8;19,2;38,8;215,7;1141,7;438,1;713,8
18163;25,2;340,1;17,8;35,9;218,9;1203;426;765,7
18164;25,3;365,4;17,6;35;226,7;1222,3;429,7;803,1
18165;25,9;410,3;17,8;35,2;252,5;1345,8;485,5;861,2
18166;27,7;474,8;19,4;39,1;300,7;1603,8;602,7;1070,9
18167;28,3;516,9;19,6;38,1;318,1;1740,2;647,9;1097,2
18168;25,7;529,7;17,6;35,3;328;1788,7;673,7;1158,3
18169;23,8;499,4;15,7;29,7;295,7;1631,6;551,1;1020,9
18170;19,6;436,2;12,8;24,2;247;1363,7;476,4;857,3
18171;20,6;505;13,8;28,1;306;1609;586,7;1029,6
18172;18,6;478,1;12,7;25,8;297,4;1555,6;552,1;992,2
18173;17,4;474,3;11,7;23,7;283,1;1529,8;527,8;986,6
18174;17,9;474;11,9;23,8;289;1569;555,4;1004,4
18175;19,3;530;13,3;26,5;326;1916,9;667,3;1260,8
18176;18,2;524,2;12,6;25,5;330,7;1911,6;727,1;1166,5
18177;18,4;551;12,6;26;338,2;2055,7;734,9;1353
18178;17,2;509,5;11,5;23,1;296,6;1916,5;703,8;1194,1
18179;15,7;495,8;10,4;20,6;283,7;1823,1;646,3;1160,5
18180;15,7;526;10,6;22,1;316,7;1921,5;696,4;1229,5
18181;15,6;542,9;11;23,3;340,9;2060;712,3;1365,1
18182;16,8;595,8;12;24,5;380,5;2349,6;892,2;1514,4
18183;17,1;596,5;12,2;24,9;378,3;2416,1;870,3;1545,8
18184;16,2;594,3;11,2;22,7;361,3;2391,3;935,9;1461,9
18185;15,8;607,5;11;22,4;372,6;2442,2;952,4;1511
18186;16;623,5;11,4;22,8;384,4;2467,5;952,3;1470,3
18187;15,5;613,6;10,9;21;384,8;2476,5;959,3;1512
18188;15,5;609,5;11;19,9;366,4;2189,9;822,2;1359,5
18189;13,2;547,2;9,2;17,6;327,1;2036,9;762,3;1261,5
18190;12,4;522,9;8,6;16,5;314,3;1986,2;787,1;1204,5
18191;11,6;512,1;8,3;16,6;317;1951,1;855,5;1122,5
18192;10,9;508,3;7,8;16;312,1;2097,5;936,2;1180,5
18193;11,9;580,1;8,7;17,6;366;2452,7;1072,6;1401,9
18194;14;662,9;10,1;20,8;405,2;3374,9;1402,1;1978,2
18195;14,5;715,2;10,4;21,1;442;3697,3;1639,5;2082,3
18196;12,1;562,2;8,4;16,9;324,6;2787,9;1234,8;1481,1
18197;11,6;601,5;8,2;16,9;364,4;3001,4;1295,7;1744,7
18198;13;678;9,4;19,4;432,9;3607,1;1632,9;2066,6
18199;23,1;124,8;16,4;31,7;79,3;347,8;127,4;212,1
18200;24,4;141;17,8;35,6;92,9;408,3;156,3;259,8
18201;23,1;137,8;16,7;33,9;89,3;381,8;141,8;237,9
18202;22,1;135,1;15,9;31,9;86,8;376,7;139,2;236,7
18203;24,1;155,4;17,3;35,6;100,9;434,6;166;273,1
18204;25,8;167,4;19;39,2;112,5;490,3;190,4;306,6
18205;26,7;184,8;20;42,2;126,5;550,8;217,2;343,4
18206;29;204,7;21,7;45,5;139,2;633,1;248,4;393,5
18207;30,6;230,2;23;49,6;158,4;725,1;284,6;457,5
18208;30,2;225,9;22,4;46;151;697,1;267;441,8
18209;29,4;227,4;21,6;44,5;148,9;706,5;267,3;444,7
18210;30,8;252,2;22,7;47,1;166,4;779;306;488,1
18211;29;250,6;20,7;41,3;162,1;760;291,7;472,1
18212;26,3;240,6;18,5;36,7;151,3;730,8;275,3;446,3
18213;27,7;266,5;20,7;42;183;876,4;340,3;544,4
18214;32,4;346,2;24;49,9;240,5;1102,4;443,5;693,3
18215;32;365,8;24,1;49,3;254,6;1260,5;520,6;783
18216;33;396,4;23,7;46,1;260,4;1401,9;551,6;849,7
18217;29;372,1;20,8;40,1;243;1322,3;516,3;815,2
18218;32,5;464,8;23,8;45,8;306,8;1626;650,2;1009,1
18219;34;536,1;24,9;49,1;361,9;1839;721,5;1154,5
18220;35,6;614,2;26,2;51,8;414,5;2139,1;863,6;1308,1
18221;33,7;616;23,7;45,7;393,3;2156;883,2;1284,7
18222;30,9;643,7;21,9;41,9;409,6;2227,6;908,5;1322,7
18223;27,1;556,4;18,1;33,1;337,2;1926,8;763,1;1144,1
18224;22,7;497;15,8;29,3;302,7;1672,8;686,5;980
18225;25,7;623,3;18,2;36,2;394,1;2357,5;1019,4;1366,2
18226;23,7;611,6;16,3;33,1;374,6;2343;996,3;1325,5
18227;22,4;599,2;15,3;30,9;361,7;2221,3;922,4;1295,8
18228;22;562,6;15;29,6;351,1;2041,1;776;1258,6
18229;25,5;676,7;17,7;35,3;406,5;2409,1;1016,6;1438,9
18230;24,3;643,7;17,2;34,7;398,2;2598,9;1092,8;1527,7
18231;23,7;638,2;16,6;33,7;391,5;2596,5;1102;1503,3
18232;21,7;606;14,8;29,8;352,7;2479,1;1049,8;1442,4
18233;21,8;679;14,6;29,6;386,3;2411,4;922;1493
18234;21,3;693,5;14,6;30,3;410,1;2462,3;1016,6;1462,6
18235;22,7;734,9;15,5;32,5;432,7;2796,3;1162,4;1648,1
18236;22,8;749,5;15,7;31,6;453;2908,8;1229,9;1705,4
18237;22,3;753,8;15,4;30,9;451,2;2912,8;1233,1;1696,6
18238;21,3;759;15;30,2;465,4;3252,4;1389,2;1886,2
18239;21,7;788,6;15,1;31;483,1;3421,5;1459,4;1984,3
18240;22;783;14,9;29,8;466,5;3301,6;1405,8;1902,6
18241;21,6;823,3;14,7;28,7;481,5;3401,1;1451,4;1981,8
18242;20,1;778,9;13,6;26,5;450;3173,7;1355,5;1799,7
18243;16,4;657,7;11,5;23,4;401,9;2769,5;1110,2;1639,7
18244;15,6;649,7;11,1;21,7;373,1;2601,8;982,7;1616,6
18245;15,3;684,2;10,5;21,6;404,4;2822,6;1070,5;1735,1
18246;14,6;684,9;10,2;21,2;407,7;3072,2;1213,4;1862,5
18247;14,7;704,6;10,4;21,1;413,8;3311,7;1345,1;2008,2
18248;16,3;783,8;11,5;23,3;457,9;4239;1908,9;2357,5
18249;16,4;796,1;11,8;23,6;480,7;4423;1960,6;2457,6
18250;13,7;647,6;9,1;17,3;373,9;3300,5;1460,9;1796
18251;13,4;670,2;9,2;18,9;397,9;3630;1617,7;2013,4
18252;14,5;768,8;10,1;20,8;465,5;4402,3;2004,4;2465,2
18253;50,9;280,5;41,7;71;186,7;1032,4;540,1;508,9
18254;54,7;329,2;41,8;82,5;223,9;1268,1;667,8;641,5
18255;48,9;291,1;42,6;69,7;194,6;1133,2;598,8;509
18256;45,1;275;39,3;63,9;180,1;1056,6;549,6;490,2
18257;52;328,4;40,3;76,8;226,1;1288,3;692,9;609,8
18258;54,5;363,9;40,9;83,2;254,3;1441,5;729,4;717,7
18259;57;393,8;41,2;83,8;262,5;1586,5;811,8;805,3
18260;57,9;417,6;43,5;87,6;286;1729,9;869;892,9
18261;62,7;483,4;47,1;100,1;341,7;2007,4;1018,4;1051,2
18262;62,4;490,1;46,5;95,1;337;2047,3;1067,5;993,6
18263;64,7;533,6;48,4;97,9;364,9;2229,2;1185,3;1086,9
18264;73,9;671,5;55;111,9;457,9;2742,4;1445,3;1345,6
18265;67,8;645,4;50,1;98,2;429,9;2617,1;1321,2;1297,6
18266;64,5;646,5;47,7;91,6;431,6;2760,3;1357,4;1409
18267;68,4;754,6;51,1;102;522,6;3244,9;1708,2;1637,3
18268;74,2;899;55,8;114,3;628,6;3901,2;2077,8;1890,3
18269;79,1;1055,3;59,3;122,1;734,1;4808,9;2786;2201,5
18270;75,8;1043,2;54,7;104,6;689,7;4979,5;2852,7;2121,3
18271;78,1;1205,8;56,9;111,5;801,6;5967,5;3469,7;2581,6
18272;86,9;1494,9;63,9;127,3;1013;7523,9;4359;3330,7
18273;93,8;1739;68,5;137,1;1191,3;9401,8;5633,9;3921,3
18274;98,9;1966,4;72,6;140,7;1341,9;9870,3;5659,7;4421,4
18275;87,5;1921,7;62;122,4;1291,7;9966,4;5425,9;4463,7
18276;87,2;2143,8;61,8;123,3;1438,4;11287,6;6180,2;5131,1
18277;77,8;1933,6;51,3;93,2;1193,7;9149,4;5015,2;3826,2
18278;69,1;1858,2;44,8;82,9;1138,8;8789;4623,2;4004,6
18279;76,6;2317,9;54;106,6;1540,5;11608;6158,8;5568,3
18280;70,8;2154,8;49,1;94,3;1395,3;11039,5;5753;5093,6
18281;64,2;2011,4;44;85,1;1280,7;10659,2;5594,1;5032,4
18282;62,7;2000,3;44,1;87,9;1322;10881,1;5925,7;4957,6
18283;65,4;2245,7;46,6;97,3;1499;12161,5;6964;5389
18284;62,4;2148,7;44;89,7;1419,1;12524,8;7178,3;5373
18285;60,1;2073,7;42;83,9;1341,8;11959,6;7090,9;4796,4
18286;55,2;1869,3;38,1;72,6;1158,6;11267,8;6550,7;4579,5
18287;55,4;2027,9;37,1;75,3;1269,3;11568,9;6840,9;4691,9
18288;48,5;1860,3;35,1;74;1231,8;12324,5;7377,5;4981,7
18289;53,6;2116;39,2;83,7;1390,3;14970,1;8776,5;6416
18290;56,3;2190,9;41,3;84,4;1406,4;16275,8;9719,1;6594,8
18291;55,7;2190,5;40,3;81,2;1370,8;16906,2;9684,6;7186,4
18292;56,8;2374,4;41,4;82;1512,8;19011,1;10539,4;8340,7
18293;56,8;2471,1;40,8;83,9;1578,1;20311,8;11962,6;8376,8
18294;59,2;2690,6;41,1;86,3;1599,8;22537,6;12426,6;10204,8
18295;59,3;2630,2;40,9;84,1;1540,8;21177,8;12270,6;9086,1
18296;51,6;2313,3;34,6;70,2;1304,8;19417,4;9774,2;9473,2
18297;48;2144,8;34,7;68,7;1258,5;18585,9;11800;6764,3
18298;44,6;2139,4;33,1;67,1;1357,1;20696,3;14163,7;6409,4
18299;45;2253,9;33,7;69,1;1468;24119,6;17089,3;7204,3
18300;48,4;2341,1;35,5;72,2;1527,9;27109,4;19592;7842,8
18301;48,7;2485,4;35,1;73,5;1595,3;29679,4;20991,1;8889,7
18302;49,7;2391,4;33,9;71,4;1446,9;27175,3;18348,2;8783,1
18303;49,3;2480,2;32,4;67,5;1394,1;26989;18597,8;8351,2
18304;37,4;1775,8;24,1;44,6;950,5;17501,4;12000;5142,9
18305;36,7;1883,4;23,4;47,4;1042,9;19624,1;12964;6829
18306;40,4;2053,6;26,6;53,8;1230,9;26896,2;17119,9;9587,8
18307;29,9;157,5;18,2;35,6;83,5;581,9;289,3;276,2
18308;29,6;162;18,5;36,2;87,5;630,7;313,9;318
18309;31,3;176,8;19,3;38,1;95,7;666;326;343,6
18310;29,6;173,2;18;35,8;91;642,3;307,8;324,1
18311;30,7;187,9;18,6;37,3;99,5;677,3;325,5;347,3
18312;30,6;193,9;18,9;38,3;104,3;741,2;357,1;391,8
18313;33,8;224,2;20,9;43,2;122;849,9;402,6;470,2
18314;36,9;253,5;23;47,2;138;978,7;475,5;539,8
18315;39,3;283,6;24,6;51,4;156,4;1123,5;544,4;612,8
18316;39;289,9;24,2;49,6;155,6;1153;557,9;616,7
18317;38;292,4;23,2;46,4;154,5;1166,1;553,4;623,1
18318;39,5;320,9;24,3;48,8;172,7;1274,4;605,3;704,2
18319;40,6;347,4;24,6;48,6;183,6;1342,2;632,8;736,9
18320;37,5;337,6;22,2;43,1;172;1322,7;632;689,2
18321;39,5;372,6;24,6;48,4;200,1;1428,7;657,7;796,6
18322;42,5;421,2;26,7;53,6;233,2;1642,4;755;960
18323;44;482;28,3;54,5;267,2;1909,6;942,5;1091,8
18324;45,4;541,5;27,5;52,7;289;2269;1088,9;1213,6
18325;44,7;582;27,1;52,8;305,5;2550,4;1209,2;1351,6
18326;44,8;629,6;27,6;53,7;335,6;2812,1;1327,6;1557,2
18327;47,6;728;29,5;56,3;390,3;3187,3;1426,7;1828
18328;50,6;822,5;31,6;59,6;442,2;3676,1;1673,8;2085,4
18329;52,7;939,1;32,3;61,1;497,4;4205,5;1874;2390,8
18330;51,2;1038,1;30,5;57,8;539,6;4851,3;2259,6;2677,5
18331;48,7;1038;27,1;50,5;511,1;4618,9;2082,3;2426,2
18332;38,7;891,9;21,3;39,1;422;3782,6;1667,4;2033,4
18333;40,9;981,5;23,4;44,2;473,7;4232,7;1935,5;2331,8
18334;39,6;979,6;22,5;42,9;473,1;4186,1;1977,6;2243,4
18335;37,5;972,7;20,6;39,7;456,3;4049;1868;2190,1
18336;35,2;969,9;19,7;38,4;458,7;3998,3;1837,2;2154,5
18337;36,9;1040,2;20,7;41;506,5;4497,9;2126,2;2436,1
18338;37,4;1077,1;20,4;40,6;516,1;4520;2179,2;2379,6
18339;37,4;1110,4;20,5;40,1;527,3;4830,3;2311,9;2552,8
18340;37,8;1168,1;20,8;40,5;543,5;5218,1;2501,7;2706
18341;36,9;1225,3;20,9;41;582,1;5268,4;2473,1;2746
18342;36;1234,8;20,5;40,4;585,6;5594,3;2558,8;3049,2
18343;35,9;1275;21,2;42,9;616,3;5871;2701,8;3203
18344;35,5;1269,5;20,9;41,3;591,6;6061;2934;3113,9
18345;37;1343,3;21,9;44,2;636;6541,8;3173,7;3409
18346;36;1402,1;20,8;42,9;663,7;6735,1;3345,6;3403,9
18347;37,2;1491,5;21,5;44,4;707,9;7552,3;3957,2;3721
18348;34,8;1432,1;19,5;39,9;639,1;7210,2;3509,4;3595,2
18349;33,1;1409,8;18,5;38,5;631,6;7629,8;3743,7;3889,9
18350;32;1362,1;18;36,5;611,6;7378,4;3631,8;3646,4
18351;32,3;1408;18,5;36,7;649,1;7071,5;3421,2;3624,9
18352;31;1393,3;17,9;38,3;631,6;7834,2;3737,4;4130,8
18353;32;1469,5;17,3;36,2;690;8247,9;3995,2;4223,5
18354;29,6;1486;17,3;36,3;703,5;9109,7;4364,1;4743,4
18355;30,5;1499,7;16,1;33,3;670,7;9276,2;4469,4;4871,4
18356;36,4;1857,8;21,3;44,2;896;12073,7;5453,6;6756,2
18357;34;1912,2;19,5;39,3;901;13051,4;5960;7184,7
18358;31,1;1841,5;17,2;33,7;805,3;11461,5;5235;6167,8
18359;31,4;1825,5;17,9;35,5;859,6;11616,9;5392,8;6379,8
18360;34,3;2077;19,8;40,5;1015,4;13896;6639,7;7709
18361;17,5;94,5;10,6;22;52,8;329,2;158,6;159,6
18362;17,4;97,1;10,8;22,4;55,3;356,8;172,1;183,7
18363;18,4;106;11,3;23,6;60,4;376,8;178,6;198,5
18364;17,4;104;10,5;22,1;57,5;363,4;168,7;187,3
18365;18;112,6;10,8;23;62,8;383,1;178,3;200,7
18366;17,9;116,3;11;23,7;65,9;419,3;195,7;226,4
18367;19,9;134,5;12,2;26,7;77,2;480,7;220,6;271,7
18368;21,6;152;13,4;29,2;87,2;553,7;260,6;311,9
18369;23;170,1;14,3;31,9;98,9;635,6;298,3;354,1
18370;22,9;173,9;14,1;30,7;98,3;652,2;305,8;356,4
18371;22,3;175,3;13,5;28,7;97,6;659,7;303,3;360,1
18372;23,2;192,4;14,2;30,2;109,1;720,9;331,8;406,8
18373;23,9;208,4;14,3;30,1;116,1;759,2;346,8;425,8
18374;22,1;202,5;13;26,7;108,7;748,3;346,4;398,3
18375;22,4;222,6;12,8;26,7;115,2;848,1;393,3;460,3
18376;24;264,7;14,2;27,8;140,9;1000,1;487,2;551,9
18377;29,9;349,2;18;36,8;191,2;1359,9;690,8;773,9
18378;26,7;336,5;16;32,6;178,6;1490,9;732;798,6
18379;26,2;351,8;15,4;31,3;191,8;1716;857;865,3
18380;31,3;457,5;18,1;37,4;250,2;2050,6;944,5;1127,9
18381;32,2;526,8;18,7;39,1;293,7;2313,5;1077,4;1326,8
18382;35,2;614,8;20,4;43;335,1;2819,8;1325,9;1536,3
18383;33,4;653;19,2;40,2;347,8;3013,9;1486,1;1591,2
18384;32;689,6;18;37,3;360,1;3146,7;1583,1;1610,4
18385;31,4;696,9;16,6;33,4;337,2;3230,6;1682,6;1448
18386;25,7;595,5;13,1;25,4;280,5;2651,1;1315,9;1326,6
18387;27,2;682,8;14,5;29,3;329,3;3071,4;1493,4;1562,4
18388;26,2;669,4;13,9;27,7;318,9;3040,4;1467,7;1533,2
18389;22,8;628,9;11,5;23,2;283,7;2783,6;1405,9;1371,3
18390;23,8;651,8;12,4;24,5;298,7;3050,9;1609,8;1415,1
18391;25,2;735,4;14;28,4;360;3485,7;1879,6;1606,4
18392;23,9;742,9;13,1;26,8;355,1;3537,3;1936,1;1600,3
18393;24,5;768,1;13,5;27,4;366,5;3806,9;2057,6;1769,9
18394;26,1;837;14,8;30,1;415,4;4389,7;2305;2016,5
18395;23,4;777,5;13,5;27,4;382,1;4170,3;2120,2;2069,8
18396;24,5;831,6;14,2;28,9;401;4493,2;2137,8;2310,8
18397;25,8;875,1;16,2;32,8;452,5;5019,2;2593,2;2385,1
18398;26,9;948,1;16,8;34,5;474,9;5087;2685,3;2522,4
18399;28,1;1016,7;17,3;34,7;498,2;5749;2973,6;2848,4
18400;24,6;925,7;14,5;29,7;452,5;5651,2;3072,4;2646,8
18401;25,9;947,3;15;30,4;458,4;5735,7;3088,2;2491,7
18402;23,3;917,9;13,9;26,6;425,1;5695,5;2952,1;2636,4
18403;21,6;884,4;12,5;25;410,1;6229,6;3298,4;2941,7
18404;21,1;837,7;11,1;22;382,2;5567,2;3003,8;2595,4
18405;19,7;887,2;10,4;20;364,7;4819,5;2735;2110,5
18406;23,5;989,5;10,5;20,9;394,8;4874,9;2792,1;2098,2
18407;19,2;974,5;10;20,2;355,8;5592,9;3010,9;2627
18408;19;991,1;10,1;20,8;380,4;6924,2;3718,5;3248,1
18409;22,1;1163,9;13;26,3;560;8513,8;3903,6;4724,7
18410;24,6;1253,1;14,6;33,9;573,5;9722,4;5181,9;4486
18411;19,5;1124;11,6;28,3;468,8;8877,3;4433,3;4824,8
18412;19,9;1160,9;11,1;22,7;443,3;8375,2;4336,1;4558,5
18413;19,4;1166,8;11,2;22;469,6;8301,7;4292,7;3625,5
18414;20;1251,2;11,7;23,2;513,2;8790,6;4642,7;4401,2
18415;6,2;32,9;3,7;7,1;16,7;119;53,8;64,7
18416;6,6;38,4;4,3;8,5;20,4;141,2;66;79,2
18417;6;34,9;3,9;7,7;18,6;124,3;54,9;71,6
18418;5,6;33,6;3,6;6,9;17,2;125,9;54,6;72
18419;6,3;38,3;4;7,8;19,9;143,7;66,7;81,7
18420;6,8;41,7;4,5;8,9;23,2;159,5;71,2;91,7
18421;7,3;46,6;4,9;9,7;26;177,9;79;102,8
18422;8,1;55,9;5,2;10,7;29;199,7;90,4;113,2
18423;8,1;57,6;5,4;11,2;31,6;206,9;96;121,8
18424;6,4;45,6;4,3;8,9;25,1;174,7;81;94,8
18425;6,6;47,1;4,5;9,1;26,7;188;86,3;104,5
18426;6,9;55,4;4,8;9,8;30,3;204,7;87,8;119,5
18427;7,2;57,8;5;9,7;31,5;209;92;122
18428;6,4;56,5;4,4;8,7;30,5;202,7;88,3;114,6
18429;7,2;67,3;5;9,9;38,7;232,3;101,1;134,1
18430;7;68,1;4,8;9,6;41,9;222,2;94,5;130,7
18431;7,7;79,3;5,6;10,6;50,4;297,4;128,1;176,4
18432;7,5;85,5;5,2;10,1;50,4;330,9;132,2;198,2
18433;7,4;89,6;5,2;10,1;53,7;347,6;135,1;220,3
18434;7,4;97,3;5,1;9,7;57,9;375,7;158,2;218
18435;6,7;95,6;4,7;8,8;57,4;392,1;174,2;222,3
18436;6,9;106,7;4,8;9,2;64,3;448,6;198,6;259,2
18437;7,2;122,2;5,1;9,7;74,2;539,5;227,6;338,3
18438;6,4;114,6;4,5;8,6;69,1;549;223,7;324,3
18439;8,1;160;5,2;9,9;86,9;676,2;299,7;365,1
18440;7,4;157,6;4,7;8,7;80,1;668,2;292,1;364,3
18441;8,4;182,3;5,6;11;103,4;858,8;396,2;465,7
18442;8,2;185,1;5,3;10,2;97;840,3;423,7;417,9
18443;7,3;172,8;4,7;9,1;91,1;813,1;413,5;392,8
18444;9,4;249;5,8;12;132,8;1068,7;470,3;617,8
18445;8,8;230,4;5,7;11,2;133,4;1135,7;490,3;641,7
18446;8,2;229,5;5,2;10;123,5;1071;505,1;544,3
18447;8;221,1;4,9;9,5;121;1029,5;492,9;519,1
18448;7;192,8;4,5;8,1;96,6;927,7;426,4;493,5
18449;6,5;196,6;4,1;8,2;98,6;896,3;451,4;422
18450;6,4;208,4;4,7;9,2;126,9;1137,6;582,4;585,5
18451;6,6;223,3;4,8;10,1;145;1295;679,7;635,4
18452;7,3;238,1;4,9;9,4;128,3;1479;774,9;700,3
18453;6,8;234,8;4,4;8,7;121,1;1413,2;762,7;651,2
18454;6,7;244;4,2;7,8;118,6;1297;702,2;589,9
18455;6,5;252,3;4,1;7,8;120,5;1398,9;693,2;694,6
18456;6,8;265,2;4,2;7,8;126,1;1448,3;800,5;660,2
18457;6,1;232,8;3,6;6,5;107,1;1304,1;657,6;639,1
18458;5,8;239,5;3,3;6,1;101,8;1152,1;592,6;552,7
18459;4;176,7;2,2;4,1;69,6;952,3;463,6;476,3
18460;4;184,4;2,1;4,1;70,2;1022,9;470,2;551,5
18461;3,8;184;1,8;3,7;66,2;1001,7;509,9;474,6
18462;3,8;196,6;1,8;3,8;69,1;1003,2;700,8;300,5
18463;3,8;198,2;1,8;3,7;64,6;1158,3;778,4;395,8
18464;4,2;250,9;2,2;5,1;84,9;1255,2;642,7;610,5
18465;4,7;232,6;2,3;4,7;81,5;1253,1;493,7;749,8
18466;4,2;216,7;2,1;4,2;75,8;1090,9;429,5;673,8
18467;3,6;222,9;1,9;3,7;73,9;1334,1;578,3;758
18468;3,5;228,7;1,9;3,8;78,3;1316;578,4;739,8
18469;9,6;55,7;5,9;11,8;31,2;192,8;71,1;126,3
18470;9,3;55,9;5,5;11,7;31,6;216,8;80,5;135,2
18471;8,9;59,7;5,3;10,5;31,8;235,4;83,6;149,7
18472;9,8;67;5,5;11,5;36;265,1;88,6;179,5
18473;9,5;72,2;5,5;11,5;38,8;312,5;111,5;195,9
18474;12,4;88,4;7,4;15,5;49,6;318,6;114,7;201,5
18475;13,4;95,3;8,1;15,8;50;347,4;123,2;234,1
18476;13,4;99,6;8,1;17,1;55,2;339,1;120,8;217,8
18477;14;105,1;8,5;17,8;58,1;352,6;125,7;235,5
18478;13,9;107,6;8,8;18,1;63,4;319,7;128,4;196,1
18479;14,1;109,5;8,8;17,8;64,1;336,1;135,6;202,1
18480;13,2;108,4;7,7;15,6;58,6;412;132,1;283,1
18481;16;142;9,3;19,2;71,6;472,5;158,8;319,4
18482;16,6;149,6;9,9;19,1;77,1;539,1;193,9;353,5
18483;15;144,5;8,6;17,2;73,7;483,6;181,7;310,2
18484;13,3;141,2;7,9;16,4;74,2;470,7;186,4;279
